label,message,source
0,<TXID> Confirmed. GHS4.00 sent to <PHONE> VANESSA KYEREWAA DEBRAH on MTN MOBILE MONEY on 2026-06-03 at 22:16:38. Your Telecel Cash balance is GHS0.37. You were charged GHS0.00. Your E-levy charge is GHS0.00. Sending money from Telecel Cash to Telecel Cash remains FREE on the Telecel Play App. Download the App https://bit.ly/TelecelPlayGhana and continue to enjoy the convenience. Reference: D. Sendi k3k3!,field_legit
0,<TXID> Confirmed. You have received GHS0.09 from ********6973-Paystack Ltd on 2026-06-04 at 08:26:05. Your Telecel Cash balance is GHS0.46. Ref: FTC PSTK10659369 <TXID>,field_legit
0,<TXID> confirmed. You have paid your GHS0.46 Ready Loan default charge on 2026-06-04 at 08:51:01. Your new Telecel Cash balance is GHS0.00.,field_legit
0,Payment made for GHS 31.50 to ZELIA HAMIDU Current Balance: GHS 72.59 . Available Balance: GHS 72.59. Reference: . Transaction ID: <TXID>. Fee charged: GHS0.00 Tax charged: 0. Download the MoMo App for a Faster & Easier Experience. Click here: https://mtnmymomo.onelink.me/XJOt/MoMo,field_legit
0,Your payment of GHS 30.00 to TELECEL PUSH has been completed at 2026-07-17 16:18:31. Your new balance: GHS 42.21. Fee was GHS 0.38 Tax was GHS -. Reference: -. Financial Transaction Id: <TXID>. External Transaction Id: <TXID>.Download the MoMo App for a Faster & Easier Experience Click here: https://mtnmymomo.onelink.me/XJOt/MoMo,field_legit
0,"Hello, MTN BUNDLE (CISNG.sp) has successfully refunded GHS 2.00 to your mobile money account at 2026-07-19 01:30:20. Message from refunder: . Your new balance:2.71 GHS. Financial Transaction Id: <TXID>. External Transaction Id: -. TRANSACTION FEE IS 0",field_legit
0,Cash In received for GHS 1000.00 from KWAME N. ENTERPRISE. Current Balance GHS 1000.01 Available Balance GHS 1000.01. Transaction ID: <TXID>. Fee charged: GHS 0. Cash in (Deposit) is a free transaction on MTN Mobile Money. Please do not pay any fees for it.,field_legit
0,<TXID> Confirmed. Your Telecel Cash wallet balance is GHS5.16 . Stay alert. Never share your PIN or OTP with anyone or click unknown links. Protect your personal information.,field_legit
0,<TXID> Confirmed. You have transferred GHS590.00 to ECOBANK ACCOUNT - <TXID> INTERNATIONAL ORG. FOR MIGRATION MEDICALS on 2026-05-04 at 10:58:14. Your Telecel Cash balance is GHS345.00. You were charged GHS5.90 (Telecel Cash fee GHS5.90 + E-levy GHS0.00). Reference: Medicals. Sendi k3k3!,field_legit
0,Payment made for GHS 45.00 to KWAME N. ENTERPRISE Current Balance: GHS 210.50 . Available Balance: GHS 210.50. Reference: Groceries. Transaction ID: <TXID>. Fee charged: GHS0.00 Tax charged: 0. Download the MoMo App for a Faster & Easier Experience. Click here: https://mtnmymomo.onelink.me/XJOt/MoMo,field_legit
0,Cash In received for GHS 500.00 from PADYBECKY VENTURES. Current Balance GHS 710.50 Available Balance GHS 710.50. Transaction ID: <TXID>. Fee charged: GHS 0. Cash in (Deposit) is a free transaction on MTN Mobile Money. Please do not pay any fees for it.,field_legit
0,<TXID> Confirmed. GHS12.50 sent to <PHONE> VANESSA KYEREWAA DEBRAH on MTN MOBILE MONEY on 2026-07-20 at 10:22:18. Your Telecel Cash balance is GHS88.00. You were charged GHS0.00. Your E-levy charge is GHS0.00. Reference: Lunch. Sendi k3k3!,field_legit
0,<TXID> Confirmed. You have received GHS150.00 from ********6973-Paystack Ltd on 2026-07-20 at 11:45:00. Your Telecel Cash balance is GHS238.00. Ref: FTC PSTK10982736 <TXID>,field_legit
0,<TXID> Confirmed. Your Telecel Cash wallet balance is GHS238.00 . Stay alert. Never share your PIN or OTP with anyone or click unknown links. Protect your personal information.,field_legit
0,Trans ID: AT2607208812. You have transferred GHS 75.00 to SAMUEL KOJO OBENG (<PHONE>) on 2026-07-20 at 13:10:05. Fee GHS 0.50. New ATMoney Balance GHS 145.20. Thank you for using ATMoney.,field_legit
0,Trans ID: AT2607209941. Cash received: GHS 300.00 from JOEL JOJO HALM. Available ATMoney balance: GHS 445.20. Reference: Deposit. Keep your PIN confidential.,field_legit
0,"Payment for GHS10.00 to MTN BUNDLE .Current Balance: GHS 700.50. Transaction Id: <TXID>. Fee charged: GHS0.00,Tax Charged 0.Download the MoMo App for a Faster & Easier Experience. Click here: https://mtnmymomo.onelink.me/XJOt/MoMo",field_legit
0,Trans ID: AT2607200001. You have transferred GHS 50.00 to KWABENA MENSAH (<PHONE>) on 2026-07-20 at 09:15:22. Fee GHS 0.50. New ATMoney Balance GHS 120.50. Thank you for using ATMoney.,field_legit
0,Trans ID: AT2607200045. Cash received: GHS 200.00 from KOFO ADU. Available ATMoney balance: GHS 320.50. Reference: Refund. Keep your PIN confidential.,field_legit
0,Trans ID: AT2607200088. Airtime purchase of GHS 10.00 for <PHONE> successful. Your new ATMoney balance is GHS 310.50.,field_legit
1,Sorry your Mobile money account has been Blocked successfully by the MTN head office for 3 Months 2 week's don't attempt your pin now THANK YOU..,field_scam
1,Cash In received for GHS 500.00 from GOD'S TIME VENTURES KASOA. Current Balance GHS 500.00 Available Balance GHS 500.00. Cash in (Deposit) is a free tr(.....),field_scam
1,"Payment of 350.00 from SOLOMON OHENEBA ASAMOAH ENTERPRISE OBUASI ROUNDABOUT THE BUS STATION <TXID> 98774446 43111187 Yello"" Customer, Your MTN Account have been BLOCKED Successfully for 3months 2week by Merchant Report. don't attempt your Momo pin at moment THANK YOU",field_scam
1,"Cash receive for 250.00 from NANA K. GYASI AGRO CHEMICALS AND BUILDING MATERILS <TXID> HHT.ww Reversal of 250.00 have been made on your number your balance is GHS0.00. Y,ello Dear customer Your Pincode Have Been Lock for 2 months due to the reversal Dont try your Pincode Again",field_scam
1,"Y'ello Valued Customer, your MoMo account has been deactivated due to 12 months of inactivity. Kindly contact customer care with a valid Ghana card for reactivation or click on <URL> for more information. Thank you.",field_scam
1,M0blieMoney Payment received for GHS 2020.00 from ERIC OWUSU. Current Balance: GHS 2020.75. Available Balance: GHS 2020.75. Reference.1 TRANSACT 0.00:<TXID>:FEE: Transacti EFF 0:00,field_scam
1,"MobileMoney You have received 70000 XAF from GODLOVE_CBOX_SUS_R6_BOUI.(<TXID>) on your mobile money account at 2022-12-09 Message from sender: Your new balance: 145,892 XAF Financial Transaction Id: <TXID>.",field_scam
1,"From: MTN-MoMo ALERT: Your MoMo PIN will expire in 24hrs. To avoid account block, dial *170*99# and UPDATE PIN now. If you don't update, your wallet will be suspended. Thank you, MTN Ghana.",field_scam
1,Payment received for GHC 2880.00 from HAPPYLIFE MULTI MEDIA GHANA ENTERPRISE . Current Balance: GHC 3396.98 Available Balance: GHC 3396.98. Reference. O3.Traansactiion.ID:<TXID>.Fee Changed: GHS 0. Please do not pay any fees for it.,field_scam
1,"Cash In received for 300.00 from K.K EMMEN VENTURES. Current Transaction ID22476555477 fee changed: 0 (Deposit) is a free Transaction on MTN Mobile Money please do not pay any fese for it Dear' valued Customer'' You have been BLOÇKED ,by the MTN head office for 93 days don't attempt your account with your PIN any more thanks for using MTN",field_scam
1,Payment for GHS 4000.00 from JOSEPH BOAHEN Current Balance: GHS 9009.00. Available Balançe: GHS 9009.00. Referencé.1 TRANSACT: 0.00:<TXID>: FEE 0:00 Transaçti EFF 0:00,field_scam
1,"Payment of 200.00 from ASSMBLIES OF GOD NEW CHURCH DANSOMAN OLD MARKET OPPOSITE THE BUS STATION <TXID> 98774446 43111187 Dear momo subscriber, You have been suspended for 92DAYS due to REPORT. Thank you",field_scam
1,Ghana Post: Your package address is incorrect and cannot be delivered. Please update your delivery address immediately: <URL>,field_scam
1,"Congratulations, the job opportunity you applied for has been approved. Please contact us on WhatsApp for salary: <PHONE>",field_scam
1,Remote part-time job available in Ghana. Daily income: 100-400 GHS. No experience needed. WhatsApp: <URL>,field_scam
1,Instant delivery on-going.Send your orders now. URL : <URL> USSD: *426*201# Get 1g.b for 4.50 or become a dealer for cheaper prices,field_scam
1,TODAY LOTTO NUMBERS ((51-40-87-22-53)) ((51-22)),field_scam
0,"Hello, unfortunately, we cannot approve your recent Sender ID request as it is considered misleading. Please note that sender ids are subject to approval. Kindly reach us on <PHONE> for further assistance. Thank you",field_legit
0,"You recently logged in to your TelecelPlay Account on a new device. If you did not, kindly call 100 to report and login into your account again now.",field_legit
0,LATE PAYMENT! Your XtraCash loan is unpaid. Make a deposit to your MoMo wallet with GHS81.63 by tomorrow otherwise a 10% (GHS7.65) overdue fee will be charged.,field_legit
0,1 DAY LEFT! Your XtraCash loan remains unpaid. Make a deposit of GHS81.63 to your MoMo wallet today otherwise a 10% (GHS7.65) overdue fee will be charged.,field_legit
0,MISSED PAYMENT! GHS7.65 missed payment fee was charged. Repay your XtraCash loan by 2026-07-18 23:59:59 to borrow again up to GHS40! [T&C: <URL>,field_legit
0,XtraCash payment of GHS89.28 was successful. You have no outstanding XtraCash loan. Dial *170# and select XtraCash to take another loan,field_legit
0,payment of 2.5 was outstanding. Outstaneance: GHS81.63. Repay each save money!,field_legit
0,"Dear Valued customer, you have used 90% of your subscribed Flexi Midnight Data Bundle. Dial *138# to purchase more. Thank you.",field_legit
0,"Dear Valued customer, you have used 90% of your subscribed Kokrokoo GHC 1.06 Data Bundle. Dial *138# to purchase more. Thank you.",field_legit
0,"Dear Valued customer, you have used 50% of your subscribed Kokrokoo GHC 1.06 Data Bundle. Dial *138# to purchase more. Thank you.",field_legit
0,"Dear Valued customer, you have exhausted your subscribed Kokrokoo GHC 1.06 Data Bundle. Dial *138# to purchase more. Thank you.",field_legit
0,"The KNUST Counselling Centre invites you to its annual Counselling and Emotional Health Awareness Promotion. Join us for an informative session on Thursday, June 18, 2026 from 2:30pm at the Great Hall and on Saturday, June 20, 2026 for a FREE HEALTH SCREENING at the Royal Parade Grounds from 7:00am. Item 13 is assured",field_legit
0,"Hello, The application window closes today at 11:59 PM GMT. This is your final chance to secure a spot at Ghana Data Science Summit 2026. If you have not applied yet, apply now via <URL> . You can also find our travel guide here: <URL>",field_legit
0,"Applications are open for the GDSS x Maverick Hackathon! Build an AI-powered solution to extract information from images using Computer Vision, OCR, and AI tools. Apply via: <URL> by 6 June 2026.",field_legit
0,Applications are now open for the GDSS-PSInno AgriTech Innovation Challenge! Build solutions that connect smallholder vegetable farmers to buyers and improve logistics. Deadline: 26 June 2026 Apply here: <URL>,field_legit
0,Package JG-HPQ-<TXID>-5692 ready <URL> Pickup in 5 business days. Pay 119.63 GHS. Contact <PHONE>,field_legit
0,1 day left to pick your package(s) JG-HPQ-<TXID>-5692 from <URL> 119.63 GHS to be paid at pickup.,field_legit
0,Applications for Ghana Data Science Summit 2026 close tomorrow (31/03/2026). Don't miss out on this opportunity. Secure your spot now: <URL>,field_legit
0,Applications for Ghana Data Science Summit 2026 close tonight (11:59 PM GMT). Don't miss out on this opportunity. Secure your spot now: <URL>,field_legit
0,GDSS 2026 applications have been extended due to popular demand! Missed the first deadline? You still have until May 17 to apply: <URL> . Planning your trip? Check out our travel guide here: <URL>,field_legit
0,"Hello, The application window closes today at 11:59 PM GMT. This is your final chance to secure a spot at Ghana Data Science Summit 2026. If you have not applied yet, apply now via <URL> .",field_legit
0,"Dear Customer, you have defaulted in your Ready Loan payment. Please fund your wallet with GHS 56.25 to clear your outstanding Ready Loan balance. Thank you.",field_legit
0,"Dear Customer, your part-payment of GHS 0.46 was successful, your outstanding balance is GHS 55.79 and it is due for payment on the 05.05.2026. Thank You",field_legit
0,"Dear Customer, your account has been credited with a Ready Loan of GHS 50.00. Your repayment of GHS 54.45 is due in 30 days 01.04.2026. Kindly pay on time to avoid the penal charge of 12.5%. Thank you.",field_legit
0,"Dear Customer, your Ready Loan repayment of GHS 54.45 is expected on 01.04.2026, Kindly ensure your account is funded at that time to avoid the 12.5% default charge. Thank you.",field_legit
0,"Dear Customer, no repayment was received for your Ready Loan. Kindly make payment of GHS 54.45 by the end of day to avoid the 12.5% default charge. Thank you.",field_legit
0,"Dear Customer, your Ready Loan repayment of GHS 54.45 is due today. Kindly make payment by the end of day to avoid the 12.5% default charge. Thank you.",field_legit
0,"Dear Customer, your full loan repayment of GHS 54.45 to your Ready Loan account was successful. You have no outstanding loan balance. Thank you.",field_legit
0,"Dear Customer, your account has been credited with a Ready Loan of GHS 50.00. Your repayment of GHS 54.45 is due in 30 days 05.05.2026. Kindly pay on time to avoid the penal charge of 12.5%. Thank you.",field_legit
0,"Dear Customer, your Ready Loan repayment of GHS 54.45 is expected on 05.05.2026, Kindly ensure your account is funded at that time to avoid the 12.5% default charge. Thank you.",field_legit
0,"Dear Customer, your Ready Loan repayment of GHS 50.00 is due today. Kindly make payment by the end of day to avoid the 12.5% default charge. Thank you.",field_legit
0,"Dear Customer, your part-payment of GHS 4.45 was successful. Your outstanding balance is GHS 50.00. Kindly pay off by the end of day to avoid the 12.5% default charge. Thank you.",field_legit
0,"Hello, Congratulations on enrolling in Fundamentals of AI! The course is fully self-paced. Log in to VClass, learn at your own pace. Please note: this is a credit-bearing course, so successful completion is required. Welcome on board! - KNUST AI Courses Office",field_legit
0,"Dear Customer, you registered for the course AI 150: Fundamentals of Responsible AI for All. You are to complete this mandatory course as soon as possible to secure your marks. Log in to <URL> and complete ASAP.",field_legit
0,"Dear Customer, you registered for the course AI 150: Fundamentals of Responsible AI for All. You are to complete this mandatory course as soon as possible to secure your marks. Login to <URL> and complete ASAP. WhatsApp or call: <PHONE> / <PHONE> for",field_legit
0,"Hello, Congratulations on enrolling in Fundamentals of AI! The course is fully self-paced. Log in to <URL> learn at your own pace. Please note: this is a credit-bearing course, so successful completion is required. WhatsApp or call: <PHONE> / <PHONE> for assistance. -KNUST AI Courses Office.",field_legit
0,"Hi , your payment has been received and your massage appointment with Admin on 16 Jun at 06:18 PM is confirmed. Ref: DPFT7NRU Reminder: Your massage with Admin is in 1 hour at 06:18 PM. See you soon!",field_legit
0,Your massage appointment is scheduled for 09 Jun at 06:33 PM. Ref: 142 New booking from your massage on 09 Jun at 06:33 PM. Check your dashboard for details.,field_legit
0,"Hi Ming, your TestService appointment with Test233 has been cancelled. Feel free to book again when you're ready.",field_legit
0,"Hi mng, your TestService2 appointment with Test233 on 09 Jun at 02:15 PM is reserved. Ref: 140 Reminder: Your TestService2 with Test233 is in 1 hour at 02:15 PM. See you soon!",field_legit
0,"Hi buy, your payment has been received and your TestService appointment with Test233 on 09 Jun at 10:00 AM is confirmed. Ref: 5LGQ0FAW Your UrSlot reset code: 466870. Valid 10 mins. Do not share this code.",field_legit
0,"Hi , your payment has been received and your TestService appointment with Test233 on 03 Jun at 02:00 PM is confirmed. Ref: FGNT3JRW",field_legit
0,"Joe, your Plumbing with Kojo Plumber on 12 May at 10:00 confirmed! Ref: 142 UrSlot: Payment confirmed. Your Plumbing booking with Kojo Plumber is locked in.",field_legit
0,"UrSlot: Hi Ho, reminder - your Lash with Own Your Glow is in 1 hour at 10:45 AM. See you soon!",field_legit
0,"UrSlot: New booking! Annie booked 25 Mar at 09:30 AM UrSlot: Hi Pop, your Lash with Own Your Glow on 25 Mar at 11:00 AM is confirmed! Ref: 86",field_legit
0,"UrSlot: Hi bluh, your massage with string on 24 Feb at 02:31 AM is confirmed! Ref: 82",field_legit
0,"DVLA ON CAMPUS: Optometry Clinic-CoS Date: 29-30 June 2026, 8:30am-5pm Services: new license, renewal, replacement, missing & upgrade Enq: <PHONE>/<PHONE>",field_legit
0,"UPDATE! DVLA TERTDrive ON CAMPUS: Optometry Clinic-CoS Date: 14-16 July 2026 @8:30am-5pm Services: new license, renewal, replacement & upgrade Call: <PHONE>",field_legit
0,"After the Accra floods, protect your family from disease. Boil or treat drinking water. Wash hands with soap and clean water often. Don't walk in floodwater. Clear standing water and sleep under an insecticide treated net. Diarrhoea or fever? Take ORS and visit a clinic early. - MoH",field_legit
0,"Dear Customer, due to heavy rainfall & flooding in parts of Accra, some branches may experience service delays. We apologize for the inconvenience. Your safety comes first, please stay indoors if you can. You can still bank conveniently on our mobile app or internet banking. Stay safe.",field_legit
0,"We hope you and your loved ones are safe. Due to the flooding caused by the recent rains, select branches may open late or close temporarily today. Please bank safely via the Ecobank App, online, or call our 24/7 Contact Centre. Stay safe.",field_legit
0,"Dear Customer, we hope you continue to stay safe. Our SIA branch is temporarily closed. All other branches are open and ready to serve you. Please use our digital channels or call our 24/7 Contact Centre for seamless banking or assistance. Stay safe.",field_legit
0,Hello Your SMS credits will soon run out. To prevent uninterrupted service please click the link below to top up your account. Click the link below to topup <URL> purchase-sms-plan,field_legit
0,"Hello Your main balance is depleting and will soon be exhausted. To avoid any disruption in service, kindly click the link below to recharge your account.. Click the link below to topup <URL> billing/make-payment",field_legit
0,"Happy 69th Independence Day, Ghana! We are grateful for your loyalty and the opportunity to serve you. As we celebrate our nation's freedom and progress, may the Black Star continue to shine bright.",field_legit
0,"Dear Customer, Order-q10igd28hv recorded. GHS 20.00 paid to Arkesel through Paystack for the purchase of 696 SMS messages which expires in 3 Months. Do you need assistance? Get in touch through Live Chat on the website.",field_legit
0,"Hello, We hope you are enjoying our services. Your feedback is of great importance to us! We kindly request a moment of your time to share your experience with us on one of these platforms: - Facebook: <URL> - Google: <URL> Your review plays a crucial role in our ongoing efforts to enhance our services. We truly appreciate your input.",field_legit
0,"Planning your Easter promotions? SMS helps you reach customers instantly with offers, updates, and reminders that drive engagement and sales. Discover how your business can use it effectively: <URL>",field_legit
0,"Dear Customer, your 490 SMS Balance expires on 24th June, 2026. Please log into your account and use the remaining credit before it expires.",field_legit
0,"Dear Customer, We are pleased to inform you that our Debit Cards & Mobile App services are stable now. We are monitoring to ensure a seamless experience for you. Thank you for your patience & understanding.",field_legit
0,"Dear Customer, We are experiencing a temporary technical issue with MTN airtime purchases on the mobile app. Our team is actively working on a resolution. We will update you as soon as it is resolved. Thank you for your patience.",field_legit
0,"ing a temporary system connecting cards, POS, and mobile app transactions. We are working to resolve the issue and are sincerely apologising for the inconvenience. We apologize for understanding.",field_legit
0,"Dear Customer, our systems are now fully restored; cards, POS, and mobile app services are operating normally. Thank you for your patience and understanding while we resolved this.",field_legit
0,"Dear Customer, we apologise that yesterday's system issues have recurred, leaving our Debit Cards and Mobile App unstable and working intermittently this morning. Our Technical team is working urgently on a permanent resolution. We deeply regret this inconvenience and thank you for your patience.",field_legit
0,"Dear Customer, Ecobank wishes you a peaceful Easter. May this season bring renewal to your goals and fresh hope to your aspirations. Happy Easter.",field_legit
0,"Dear Customer, we are currently experiencing a system challenge affecting transactions in our branches and on our VISA Debit/Credit cards. Our team is working to resolve this urgently. In the meantime, please continue to use our prepaid cards- physical and virtual for your transactions. We apologize for the inconvenience. Thank you.",field_legit
0,"Dear Customer, we are experiencing a temporary system issue affecting cards, POS, and mobile app transactions. We are working to resolve this urgently and sincerely apologise for the inconvenience. Thank you for your understanding.",field_legit
0,"Dear Customer, our systems are",field_legit
0,"We're revising fees/charges from 01 Feb 2026. Visit our site, click ""Find More"" at the bottom of the homepage & select ""Tariffs"" for details or call **<PHONE>**",field_legit
0,"Dear Customer, Ecobank will NEVER call/email/send an SMS asking for your PIN, OTP, Bank Card/Ghana Card details. NEVER trust & NEVER respond to such requests.",field_legit
0,"Dear Customer, Mobile Money on MTN will be unavailable via the Mobile App and *170# from 11pm on 5 March until 05am on 6 March due to scheduled MoMo maintenance. We apologise for any inconvenience caused. Ecobank will NEVER call, email, send an SMS asking for your PIN, OTP, bank/Ghana card details.",field_legit
0,"You are invited to the E-Learning Week & International Conference 2026. Date 13 - 17 July 2026. Register to attend the conference on 16 & 17 July 2026. Connect, learn & innovate with global experts <URL> Thank you",field_legit
0,"No peace at home? The ALX Hub Dey For You! Open Mon-Sat, 8am-7pm at One Airport Square, 4th Floor for all ALX alumni & learners. Stop by this week!",field_legit
0,"Stop coming alone! Bring your friends along to the ALX Hub. Enjoy free space for studying, working & vibing. Mon-Sat 8am-7pm, One Airport Square. Who's your +1?",field_legit
0,"Dear ALX community, our thoughts are still with everyone affected by Monday's flooding. Please stay safe and don't hesitate to reach out for support.",field_legit
0,"Dear caller, you just listened to Joy by VASHAWN MITCHELL, reply with ok to get the same tune at GHC 0.5 for 30 days and enjoy awesome cash rewards on Callertunez. Subscription fees may apply at GHC 0.7 for 30 days. Browse more Callertunez at <URL> OR dial *1355# or 1355 to enjoy more tunez. TnCs apply",field_legit
0,"GREATER ACCRA: Moderate rain likely Mon July 6, 4-7am (40% chance). Low-lying areas may flood. Avoid flooded roads. Stay alert.",field_legit
0,Reminder: GHS 53.36 will be collected from XpressLoan on 08/07/2026 to repay your loan. Paying on time improves your chance of accessing more loans.,field_legit
0,XpressLoan keeps a record of your loan repayment history to build your credit profile. Repay your loan on time to keep a good credit record.,field_legit
0,Reminder: GHS 53.36 will be collected from your account at 8:34 am 08/07/2026. Ensure you have money to repay and avoid a 12.5% late payment fee.,field_legit
0,Your loan payment is now due. GHS 53.36 will be collected from your MTN MoMo account. Failure to repay will result in a 12.5% late payment fee.,field_legit
0,"XpressLoan: Thank you for settling your loan. We hope our service was valuable. When you need a loan again, dial *170# or use the MoMo App to see if you qualify.",field_legit
0,We trust this payment term gives you enough time to repay when you get money. Dial *170# or use the MoMo App to repay small amounts anytime before 08/07/2026.,field_legit
0,You are halfway into your loan term. Your payment due date is 08/07/2026. Plan ahead to ensure you have enough money to settle your balance of GHS 53.36.,field_legit
0,It is important to repay your loan on time. Paying late will result in a 12.5% late payment fee and a possible reduction in your future loan amounts.,field_legit
0,Loan of GHS 49.00 was paid into your MTN MoMo account. Funded by Ecobank. GHS 53.36 will be collected on 08/07/2026. <URL>,field_legit
0,Repay your loan on time to improve your chance of getting bigger loans. Ensure you have enough money to settle your loan before or on 08/07/2026 to benefit.,field_legit
0,Loan of GHS 20.00 was paid into your MTN MoMo account. Funded by Ecobank. GHS 21.77 will be collected on 27/03/2026.,field_legit
0,The way you manage loan repayments impacts your credit record. Paying a loan by the due date improves your credit score and can give you access to more loans.,field_legit
0,Reminder: GHS 21.77 will be collected from your account on 27/03/2026 to repay your loan. Paying on time improves your chance of accessing more loans.,field_legit
0,Reminder: GHS 21.77 will be collected from your account at 1:19 pm 27/03/2026. Ensure you have money to repay and avoid a 12.5% late payment fee.,field_legit
0,"Bill Reference: <TXID> convenient bill paying *226# or 2.5% or 2.5% or 2.5% or 2.5% or ... ECG If you have any questions or need assistance, please call us on <PHONE>. Thank you Electricity Company of Ghana",field_legit
0,"Dear Valued Customer, Your electricity bill for Jun 2026 is GHS 438.50, based on a consumption of 207 kWh Your total amount payable is GHS 5,520.76 to be paid before Wednesday, July 15, 2026. Account Name: . Account Number: <TXID>. SPN: <TXID> Meter Number: <PHONE> Bill Reference: BC2606-<TXID> You can conveniently pay your bill by dialing *226# or using the Power App. If you have any questions or need assistance, please call us on <PHONE>. Thank you Electricity Company of Ghana",field_legit
0,"Dear Valued Customer, Your electricity bill for Jun 2026 is GHS 320.67, based on a consumption of 150 kWh Your total amount payable is GHS 408.42 to be paid before Wednesday, July 15, 2026. Account Name: . Account Number: <TXID>. SPN: <TXID> Meter Number: <PHONE> Bill Reference: BC2606-<TXID> You can conveniently pay your bill by dialing *226# or using the Power App. Thank you Electricity Company of Ghana",field_legit
0,"Dear Valued Customer, Your electricity bill for Mar 2026 is GHS 336.80, based on a consumption of 155 kWh Your total amount payable is GHS 5,853.68 to be paid before Thursday, April 16, 2026. Account Name: . Account Number: <TXID>. SPN: <TXID> Meter Number: <PHONE> Bill Reference: BC2603-<TXID> You can conveniently pay your bill by dialing *226# or using the Power App. Thank you Electricity Company of Ghana",field_legit
0,"Dear Customer, Your electricity bill for Jan 2026 is GHS 328.39, based on a consumption of 151 kWh Account Number: <TXID>. SPN: <TXID> Meter Number: <PHONE> Bill Reference: BC2601-<TXID> You can conveniently pay your bill by dialing *226# or using the Power App. If you have any questions or need assistance, please call us on <PHONE>. The ECG Team",field_legit
0,"Dear Valued Customer, Your electricity bill for Feb 2026 is GHS 295.80, based on a consumption of 136 kWh Your total amount payable is GHS 9402.<TXID> to be paid before Sunday, March 15, 2026. Account Name: . Meter Number: <PHONE>",field_legit
0,Great news! You still have SNS credit available. Get an airtime loan now and stay connected by visiting <URL> or dialing *505# today,field_legit
0,Reminder: You have an outstanding SNS credit loan of GH¢ 23.40! Dial *110# or visit a nearby agent and top up to keep using our service whenever you need it!,field_legit
0,Keep your airtime options open! How? Repay your outstanding SNS credit loan of GH¢ 23.40. Dial *110# or visit a nearby agent to top up & keep using our service!,field_legit
0,GHS 8.00 has been added to your account and will be deducted from your next recharge or bundle activation. GHS 0.80 has been charged as service fee. Dial *505# anytime for more SOS Credit,field_legit
0,GHS 3.00 has been added to your account and will be deducted from your next recharge or bundle activation. GHS 0.30 has been charged as service fee. Dial *505# anytime for more SOS Credit,field_legit
0,GHS 5.00 has been added to your account and will be deducted from your next recharge or bundle activation. GHS 0.50 has been charged as service fee. Dial *505# anytime for more SOS Credit,field_legit
0,GHS 10.00 has been added to your account and will be deducted from your next recharge or bundle activation. GHS 1.00 has been charged as service fee. Dial *505# anytime for more SOS Credit,field_legit
0,"Dear Cherished Customer, Fraudsters are sending fake WhatsApp messages, calls and links pretending to be GCB. ?y? Azaa! GCB will NEVER ask for your PIN, OTP, password, card details or personal information. Ignore suspicious messages and protect your account.",field_legit
0,"Dear Cherished Customer, We are pleased to inform you that our Circle Tower Branch has resumed full operations and is ready to serve you. Thank you for your patience and understanding. We look forward to welcoming you back. GCB, your bank for life.",field_legit
